DWF_ADJ;Dwfeden;Dwfeden;Dwfeden;;;;;;;;;;;x;
DWF;Dwfed;Dwfed;Dwfed;;;;;;;;;;;x;
DWF_proletarian_dictatorship;Dwfed;Dwfed;Dwfed;;;;;;;;;;;x;
DWF_presidential_dictatorship;Dwfed;Dwfed;Dwfed;;;;;;;;;;;x;
DWF_bourgeois_dictatorship;Dwfed;Dwfed;Dwfed;;;;;;;;;;;x;
DWF_fascist_dictatorship;Dwfed;Dwfed;Dwfed;;;;;;;;;;;x;
DWF_absolute_monarchy;Dwfed;Dwfed;Dwfed;;;;;;;;;;;x;
DWF_prussian_constitutionalism;Dwfed;Dwfed;Dwfed;;;;;;;;;;;x;
DWF_hms_government;Dwfed;Dwfed;Dwfed;;;;;;;;;;;x;
DWF_democracy;Dwfed;Dwfed;Dwfed;;;;;;;;;;;x;
DWF_conservative_92;Conservatives;Conservatives;Conservatives;;;;;;;;;;;x;
DWF_liberal_79;Liberals;Liberals;Liberals;;;;;;;;;;;x;
DWF_liberal_87;National Liberals;National Liberals;National Liberals;;;;;;;;;;;x;
DWF_socialist_85;Socialists;Socialists;Socialists;;;;;;;;;;;x;
DWF_socialist_99;National Socialists;National Socialists;National Socialists;;;;;;;;;;;x;
DWF_reactionary_84;Monarchy Leadership;Monarchy Leadership;Monarchy Leadership;;;;;;;;;;;x;
DWF_anarcho_liberal_93;Radical Liberals;Radical Liberals;Radical Liberals;;;;;;;;;;;x;
DWF_communist_86;Communists;Communists;Communists;;;;;;;;;;;x;
DWF_fascist_72;Fascists;Fascists;Fascists;;;;;;;;;;;x;
