SIO_ADJ;Sioux;Sioux;Sioux;;;;;;;;;;;x;
SIO;Great Sioux Nation;Great Sioux Nation;Great Sioux Nation;;;;;;;;;;;x;
SIO_proletarian_dictatorship;Great Sioux Nation;Great Sioux Nation;Great Sioux Nation;;;;;;;;;;;x;
SIO_presidential_dictatorship;Great Sioux Nation;Great Sioux Nation;Great Sioux Nation;;;;;;;;;;;x;
SIO_bourgeois_dictatorship;Great Sioux Nation;Great Sioux Nation;Great Sioux Nation;;;;;;;;;;;x;
SIO_fascist_dictatorship;Great Sioux Nation;Great Sioux Nation;Great Sioux Nation;;;;;;;;;;;x;
SIO_absolute_monarchy;Great Sioux Nation;Great Sioux Nation;Great Sioux Nation;;;;;;;;;;;x;
SIO_prussian_constitutionalism;Great Sioux Nation;Great Sioux Nation;Great Sioux Nation;;;;;;;;;;;x;
SIO_hms_government;Great Sioux Nation;Great Sioux Nation;Great Sioux Nation;;;;;;;;;;;x;
SIO_democracy;Great Sioux Nation;Great Sioux Nation;Great Sioux Nation;;;;;;;;;;;x;
SIO_conservative_92;Conservatives;Conservatives;Conservatives;;;;;;;;;;;x;
SIO_liberal_79;Liberals;Liberals;Liberals;;;;;;;;;;;x;
SIO_liberal_87;National Liberals;National Liberals;National Liberals;;;;;;;;;;;x;
SIO_socialist_85;Socialists;Socialists;Socialists;;;;;;;;;;;x;
SIO_socialist_99;National Socialists;National Socialists;National Socialists;;;;;;;;;;;x;
SIO_reactionary_84;Monarchy Leadership;Monarchy Leadership;Monarchy Leadership;;;;;;;;;;;x;
SIO_anarcho_liberal_93;Radical Liberals;Radical Liberals;Radical Liberals;;;;;;;;;;;x;
SIO_communist_86;Communists;Communists;Communists;;;;;;;;;;;x;
SIO_fascist_72;Fascists;Fascists;Fascists;;;;;;;;;;;x;
