DLW_ADJ;Danelaw;Danelaw;Danelaw;;;;;;;;;;;x;
DLW;Danelaw;Danelaw;Danelaw;;;;;;;;;;;x;
DLW_proletarian_dictatorship;Danelaw;Danelaw;Danelaw;;;;;;;;;;;x;
DLW_presidential_dictatorship;Danelaw;Danelaw;Danelaw;;;;;;;;;;;x;
DLW_bourgeois_dictatorship;Danelaw;Danelaw;Danelaw;;;;;;;;;;;x;
DLW_fascist_dictatorship;Danelaw;Danelaw;Danelaw;;;;;;;;;;;x;
DLW_absolute_monarchy;Danelaw;Danelaw;Danelaw;;;;;;;;;;;x;
DLW_prussian_constitutionalism;Danelaw;Danelaw;Danelaw;;;;;;;;;;;x;
DLW_hms_government;Danelaw;Danelaw;Danelaw;;;;;;;;;;;x;
DLW_democracy;Danelaw;Danelaw;Danelaw;;;;;;;;;;;x;
DLW_conservative_92;Conservatives;Conservatives;Conservatives;;;;;;;;;;;x;
DLW_liberal_79;Liberals;Liberals;Liberals;;;;;;;;;;;x;
DLW_liberal_87;National Liberals;National Liberals;National Liberals;;;;;;;;;;;x;
DLW_socialist_85;Socialists;Socialists;Socialists;;;;;;;;;;;x;
DLW_socialist_99;National Socialists;National Socialists;National Socialists;;;;;;;;;;;x;
DLW_reactionary_84;Monarchy Leadership;Monarchy Leadership;Monarchy Leadership;;;;;;;;;;;x;
DLW_anarcho_liberal_93;Radical Liberals;Radical Liberals;Radical Liberals;;;;;;;;;;;x;
DLW_communist_86;Communists;Communists;Communists;;;;;;;;;;;x;
DLW_fascist_72;Fascists;Fascists;Fascists;;;;;;;;;;;x;
