PRS_ADJ;Parisian;Parisian;Parisian;;;;;;;;;;;x;
PRS;Paris;Paris;Paris;;;;;;;;;;;x;
PRS_proletarian_dictatorship;Paris;Paris;Paris;;;;;;;;;;;x;
PRS_presidential_dictatorship;Paris;Paris;Paris;;;;;;;;;;;x;
PRS_bourgeois_dictatorship;Paris;Paris;Paris;;;;;;;;;;;x;
PRS_fascist_dictatorship;Paris;Paris;Paris;;;;;;;;;;;x;
PRS_absolute_monarchy;Paris;Paris;Paris;;;;;;;;;;;x;
PRS_prussian_constitutionalism;Paris;Paris;Paris;;;;;;;;;;;x;
PRS_hms_government;Paris;Paris;Paris;;;;;;;;;;;x;
PRS_democracy;Paris;Paris;Paris;;;;;;;;;;;x;
PRS_conservative_92;Conservatives;Conservatives;Conservatives;;;;;;;;;;;x;
PRS_liberal_79;Liberals;Liberals;Liberals;;;;;;;;;;;x;
PRS_liberal_87;National Liberals;National Liberals;National Liberals;;;;;;;;;;;x;
PRS_socialist_85;Socialists;Socialists;Socialists;;;;;;;;;;;x;
PRS_socialist_99;National Socialists;National Socialists;National Socialists;;;;;;;;;;;x;
PRS_reactionary_84;Monarchy Leadership;Monarchy Leadership;Monarchy Leadership;;;;;;;;;;;x;
PRS_anarcho_liberal_93;Radical Liberals;Radical Liberals;Radical Liberals;;;;;;;;;;;x;
PRS_communist_86;Communists;Communists;Communists;;;;;;;;;;;x;
PRS_fascist_72;Fascists;Fascists;Fascists;;;;;;;;;;;x;
