MOS_ADJ;Moscovyian;Moscovyian;Moscovyian;;;;;;;;;;;x;
MOS;Moscowvy;Moscowvy;Moscowvy;;;;;;;;;;;x;
MOS_proletarian_dictatorship;Moscowvy;Moscowvy;Moscowvy;;;;;;;;;;;x;
MOS_presidential_dictatorship;Moscowvy;Moscowvy;Moscowvy;;;;;;;;;;;x;
MOS_bourgeois_dictatorship;Moscowvy;Moscowvy;Moscowvy;;;;;;;;;;;x;
MOS_fascist_dictatorship;Moscowvy;Moscowvy;Moscowvy;;;;;;;;;;;x;
MOS_absolute_monarchy;Moscowvy;Moscowvy;Moscowvy;;;;;;;;;;;x;
MOS_prussian_constitutionalism;Moscowvy;Moscowvy;Moscowvy;;;;;;;;;;;x;
MOS_hms_government;Moscowvy;Moscowvy;Moscowvy;;;;;;;;;;;x;
MOS_democracy;Moscowvy;Moscowvy;Moscowvy;;;;;;;;;;;x;
MOS_conservative_92;Conservatives;Conservatives;Conservatives;;;;;;;;;;;x;
MOS_liberal_79;Liberals;Liberals;Liberals;;;;;;;;;;;x;
MOS_liberal_87;National Liberals;National Liberals;National Liberals;;;;;;;;;;;x;
MOS_socialist_85;Socialists;Socialists;Socialists;;;;;;;;;;;x;
MOS_socialist_99;National Socialists;National Socialists;National Socialists;;;;;;;;;;;x;
MOS_reactionary_84;Monarchy Leadership;Monarchy Leadership;Monarchy Leadership;;;;;;;;;;;x;
MOS_anarcho_liberal_93;Radical Liberals;Radical Liberals;Radical Liberals;;;;;;;;;;;x;
MOS_communist_86;Communists;Communists;Communists;;;;;;;;;;;x;
MOS_fascist_72;Fascists;Fascists;Fascists;;;;;;;;;;;x;
