NRT_ADJ;Northumbrian;Northumbrian;Northumbrian;;;;;;;;;;;x;
NRT;Northumbria;Northumbria;Northumbria;;;;;;;;;;;x;
NRT_proletarian_dictatorship;Northumbria;Northumbria;Northumbria;;;;;;;;;;;x;
NRT_presidential_dictatorship;Northumbria;Northumbria;Northumbria;;;;;;;;;;;x;
NRT_bourgeois_dictatorship;Northumbria;Northumbria;Northumbria;;;;;;;;;;;x;
NRT_fascist_dictatorship;Northumbria;Northumbria;Northumbria;;;;;;;;;;;x;
NRT_absolute_monarchy;Northumbria;Northumbria;Northumbria;;;;;;;;;;;x;
NRT_prussian_constitutionalism;Northumbria;Northumbria;Northumbria;;;;;;;;;;;x;
NRT_hms_government;Northumbria;Northumbria;Northumbria;;;;;;;;;;;x;
NRT_democracy;Northumbria;Northumbria;Northumbria;;;;;;;;;;;x;
NRT_conservative_92;Conservatives;Conservatives;Conservatives;;;;;;;;;;;x;
NRT_liberal_79;Liberals;Liberals;Liberals;;;;;;;;;;;x;
NRT_liberal_87;National Liberals;National Liberals;National Liberals;;;;;;;;;;;x;
NRT_socialist_85;Socialists;Socialists;Socialists;;;;;;;;;;;x;
NRT_socialist_99;National Socialists;National Socialists;National Socialists;;;;;;;;;;;x;
NRT_reactionary_84;Monarchy Leadership;Monarchy Leadership;Monarchy Leadership;;;;;;;;;;;x;
NRT_anarcho_liberal_93;Radical Liberals;Radical Liberals;Radical Liberals;;;;;;;;;;;x;
NRT_communist_86;Communists;Communists;Communists;;;;;;;;;;;x;
NRT_fascist_72;Fascists;Fascists;Fascists;;;;;;;;;;;x;
