TES_ADJ;Tesini;Tesini;Tesini;;;;;;;;;;;x;
TES;Tesin;Tesin;Tesin;;;;;;;;;;;x;
TES_proletarian_dictatorship;Tesin;Tesin;Tesin;;;;;;;;;;;x;
TES_presidential_dictatorship;Tesin;Tesin;Tesin;;;;;;;;;;;x;
TES_bourgeois_dictatorship;Tesin;Tesin;Tesin;;;;;;;;;;;x;
TES_fascist_dictatorship;Tesin;Tesin;Tesin;;;;;;;;;;;x;
TES_absolute_monarchy;Tesin;Tesin;Tesin;;;;;;;;;;;x;
TES_prussian_constitutionalism;Tesin;Tesin;Tesin;;;;;;;;;;;x;
TES_hms_government;Tesin;Tesin;Tesin;;;;;;;;;;;x;
TES_democracy;Tesin;Tesin;Tesin;;;;;;;;;;;x;
TES_conservative_92;Conservatives;Conservatives;Conservatives;;;;;;;;;;;x;
TES_liberal_79;Liberals;Liberals;Liberals;;;;;;;;;;;x;
TES_liberal_87;National Liberals;National Liberals;National Liberals;;;;;;;;;;;x;
TES_socialist_85;Socialists;Socialists;Socialists;;;;;;;;;;;x;
TES_socialist_99;National Socialists;National Socialists;National Socialists;;;;;;;;;;;x;
TES_reactionary_84;Monarchy Leadership;Monarchy Leadership;Monarchy Leadership;;;;;;;;;;;x;
TES_anarcho_liberal_93;Radical Liberals;Radical Liberals;Radical Liberals;;;;;;;;;;;x;
TES_communist_86;Communists;Communists;Communists;;;;;;;;;;;x;
TES_fascist_72;Fascists;Fascists;Fascists;;;;;;;;;;;x;
