EDA_ADJ;Edessan;Edessan;Edessan;;;;;;;;;;;x;
EDA;Edessa;Edessa;Edessa;;;;;;;;;;;x;
EDA_proletarian_dictatorship;Edessa;Edessa;Edessa;;;;;;;;;;;x;
EDA_presidential_dictatorship;Edessa;Edessa;Edessa;;;;;;;;;;;x;
EDA_bourgeois_dictatorship;Edessa;Edessa;Edessa;;;;;;;;;;;x;
EDA_fascist_dictatorship;Edessa;Edessa;Edessa;;;;;;;;;;;x;
EDA_absolute_monarchy;Edessa;Edessa;Edessa;;;;;;;;;;;x;
EDA_prussian_constitutionalism;Edessa;Edessa;Edessa;;;;;;;;;;;x;
EDA_hms_government;Edessa;Edessa;Edessa;;;;;;;;;;;x;
EDA_democracy;Edessa;Edessa;Edessa;;;;;;;;;;;x;
EDA_conservative_92;Conservatives;Conservatives;Conservatives;;;;;;;;;;;x;
EDA_liberal_79;Liberals;Liberals;Liberals;;;;;;;;;;;x;
EDA_liberal_87;National Liberals;National Liberals;National Liberals;;;;;;;;;;;x;
EDA_socialist_85;Socialists;Socialists;Socialists;;;;;;;;;;;x;
EDA_socialist_99;National Socialists;National Socialists;National Socialists;;;;;;;;;;;x;
EDA_reactionary_84;Monarchy Leadership;Monarchy Leadership;Monarchy Leadership;;;;;;;;;;;x;
EDA_anarcho_liberal_93;Radical Liberals;Radical Liberals;Radical Liberals;;;;;;;;;;;x;
EDA_communist_86;Communists;Communists;Communists;;;;;;;;;;;x;
EDA_fascist_72;Fascists;Fascists;Fascists;;;;;;;;;;;x;
