EPI_ADJ;Epirus;Epirus;Epirus;;;;;;;;;;;x;
EPI;Epirus;Epirus;Epirus;;;;;;;;;;;x;
EPI_proletarian_dictatorship;Epirus;Epirus;Epirus;;;;;;;;;;;x;
EPI_presidential_dictatorship;Epirus;Epirus;Epirus;;;;;;;;;;;x;
EPI_bourgeois_dictatorship;Epirus;Epirus;Epirus;;;;;;;;;;;x;
EPI_fascist_dictatorship;Epirus;Epirus;Epirus;;;;;;;;;;;x;
EPI_absolute_monarchy;Epirus;Epirus;Epirus;;;;;;;;;;;x;
EPI_prussian_constitutionalism;Epirus;Epirus;Epirus;;;;;;;;;;;x;
EPI_hms_government;Epirus;Epirus;Epirus;;;;;;;;;;;x;
EPI_democracy;Epirus;Epirus;Epirus;;;;;;;;;;;x;
EPI_conservative_92;Conservatives;Conservatives;Conservatives;;;;;;;;;;;x;
EPI_liberal_79;Liberals;Liberals;Liberals;;;;;;;;;;;x;
EPI_liberal_87;National Liberals;National Liberals;National Liberals;;;;;;;;;;;x;
EPI_socialist_85;Socialists;Socialists;Socialists;;;;;;;;;;;x;
EPI_socialist_99;National Socialists;National Socialists;National Socialists;;;;;;;;;;;x;
EPI_reactionary_84;Monarchy Leadership;Monarchy Leadership;Monarchy Leadership;;;;;;;;;;;x;
EPI_anarcho_liberal_93;Radical Liberals;Radical Liberals;Radical Liberals;;;;;;;;;;;x;
EPI_communist_86;Communists;Communists;Communists;;;;;;;;;;;x;
EPI_fascist_72;Fascists;Fascists;Fascists;;;;;;;;;;;x;
